ВыгрузкаНаСклад,Наим. ЕТСНГ,Штабель,ПогрузкаНаСудно,"На склад, тн","На судно, тн",Склад
2019-07-04,C3,28,2019-07-27,2510.8574999999996,2510.8574999999996,4
2019-07-04,B2,5,2019-08-08,13432.686,13432.686,3
2019-07-04,B2,27,2019-07-06,796.6795,796.6795,3
2019-07-04,B2,51,2019-07-06,11714.496,11537.9255,3
2019-07-04,B2,28,2019-07-27,397.069,397.069,4
2019-07-04,B2,28,2019-08-19,1292.816,1292.816,4
2019-07-04,B2,49,2019-07-25,12398.083,12398.083,4
2019-07-05,A1,4,2019-07-28,12274.051,12274.051,3
2019-07-05,A1,4,2019-07-28,2389.894,2389.894,3
2019-07-05,A1,10,2019-07-27,15650.217,15650.217,3
2019-07-05,A1,13,2019-07-31,13612.529,13612.529,3
2019-07-05,A1,28,2019-07-27,184.7815,184.7815,4
2019-07-05,C3,28,2019-07-27,2036.2175,2036.2175,4
2019-07-05,B2,5,2019-08-08,738.463,738.463,3
2019-07-05,B2,27,2019-07-06,369.835,369.835,3
2019-07-05,B2,28,2019-08-19,552.8825,552.8825,4
2019-07-05,B2,49,2019-07-25,14355.267499999998,14355.267499999998,4
2019-07-06,A1,4,2019-07-28,12287.141,12287.141,3
2019-07-06,A1,10,2019-07-27,186.9235,186.9235,3
2019-07-06,A1,48,2019-07-13,30515.501499999995,30515.501499999995,3
2019-07-06,C3,28,2019-07-27,19609.296,19609.296,4
2019-07-06,B2,28,2019-07-27,781.592,781.592,4
2019-07-06,B2,49,2019-07-25,369.4355,369.4355,4
2019-07-07,A1,4,2019-07-28,1398.1565,1232.0495,3
2019-07-07,A1,4,2019-08-01,28700.912999999997,28666.8875,3
2019-07-07,A1,4,2019-08-01,17111.52,17111.52,3
2019-07-07,A1,10,2019-07-27,5683.4145,5683.4145,3
2019-07-07,A1,13,2019-07-31,7925.91,7925.91,3
2019-07-07,A1,48,2019-07-13,5963.3875,5963.3875,3
2019-07-07,A1,22,2019-07-31,16648.898999999998,16648.898999999998,4
2019-07-07,C3,28,2019-07-27,9370.3915,9370.3915,4
2019-07-07,B2,5,2019-08-08,25084.6985,25084.6985,3
2019-07-07,B2,28,2019-07-27,5160.3075,5160.3075,4
2019-07-07,B2,49,2019-07-25,4642.938,4642.938,4
2019-07-08,A1,4,2019-08-01,14354.1965,14354.1965,3
2019-07-08,A1,4,2019-08-01,12015.702,12015.702,3
2019-07-08,A1,10,2019-07-27,6878.625,6878.625,3
2019-07-08,A1,10,2019-07-27,17569.874,17569.874,3
2019-07-08,A1,48,2019-07-13,200.005,200.005,3
2019-07-08,A1,22,2019-07-31,555.6875,555.6875,4
2019-07-08,A1,29,2019-07-20,403.342,403.342,4
2019-07-08,C3,28,2019-07-27,4840.41,4840.41,4
2019-07-08,B2,5,2019-08-08,9216.992,9216.992,3
2019-07-08,B2,28,2019-07-27,1598.9605,1598.9605,4
2019-07-08,B2,49,2019-07-25,939.1395,939.1395,4
2019-07-09,A1,4,2019-08-01,1532.4735,1532.4735,3
2019-07-09,A1,10,2019-07-27,11622.6365,11622.6365,3
2019-07-09,A1,13,2019-07-31,14078.227,14078.227,3
2019-07-09,A1,48,2019-07-13,24841.165,24841.165,3
2019-07-09,A1,16,2019-07-27,384.7865,384.7865,4
2019-07-09,A1,22,2019-07-31,555.6875,555.6875,4
2019-07-09,C3,28,2019-07-27,13880.092,13880.092,4
2019-07-09,B2,5,2019-08-08,21483.2995,21483.2995,3
2019-07-09,B2,28,2019-08-19,556.75,556.75,4
2019-07-09,B2,49,2019-07-25,46004.0315,46004.0315,4
2019-07-10,A1,4,2019-07-13,184.246,184.246,3
2019-07-10,A1,4,2019-08-01,371.1695,371.1695,3
2019-07-10,A1,10,2019-07-27,11856.021,11856.021,3
2019-07-10,A1,13,2019-07-31,25343.047499999997,25343.047499999997,3
2019-07-10,A1,48,2019-07-13,786.6665,593.47,3
2019-07-10,A1,22,2019-07-31,1316.1825,1316.1825,4
2019-07-10,A1,28,2019-07-27,185.5805,185.5805,4
2019-07-10,C3,28,2019-07-27,16900.04,16900.04,4
2019-07-10,B2,5,2019-08-08,6040.4315,6040.4315,3
2019-07-10,B2,28,2019-08-19,184.246,184.246,4
2019-07-10,B2,49,2019-07-31,994.007,994.007,4
2019-07-10,B2,49,2019-07-25,33127.432499999995,33127.432499999995,4
2019-07-10,B2,49,2019-07-31,557.022,557.022,4
2019-07-11,A1,4,2019-07-28,184.246,184.246,3
2019-07-11,A1,10,2019-07-27,12071.513,12071.513,3
2019-07-11,A1,13,2019-07-31,41040.5245,41040.5245,3
2019-07-11,C3,28,2019-07-27,2605.522,2605.522,4
2019-07-11,B2,5,2019-08-08,24291.759,24113.786,3
2019-07-11,B2,5,2019-08-31,1776.534,1755.7005,3
2019-07-11,B2,49,2019-07-25,6713.2065,6713.2065,4
2019-07-12,E5,15,2019-09-03,10903.137,10903.137,4
2019-07-12,A1,4,2019-07-13,13105.572,12905.303499999998,3
2019-07-12,A1,4,2019-08-01,185.5805,185.5805,3
2019-07-12,A1,10,2019-07-27,11611.425,11611.425,3
2019-07-12,A1,48,2019-07-13,11727.9855,11727.9855,3
2019-07-12,A1,22,2019-07-31,17820.879,17820.879,4
2019-07-12,C3,28,2019-07-27,2420.4685,2420.4685,4
2019-07-12,B2,5,2019-08-31,7164.615999999999,7164.615999999999,3
2019-07-12,B2,28,2019-08-19,2033.948,2033.948,4
2019-07-12,B2,49,2019-07-25,5655.9085000000005,5655.9085000000005,4
2019-07-13,G7,50,2019-08-08,6734.1675,6734.1675,3
2019-07-13,A1,4,2019-08-01,6875.420499999999,6875.420499999999,3
2019-07-13,A1,10,2019-07-27,6712.807,6712.807,3
2019-07-13,A1,13,2019-07-31,36830.568,36830.568,3
2019-07-13,B2,5,2019-08-31,3426.4945,3426.4945,3
2019-07-13,B2,28,2019-08-19,3692.859,3692.859,4
2019-07-13,B2,49,2019-07-25,40251.5885,40251.5885,4
2019-07-14,G7,50,2019-08-08,17963.339,17963.339,3
2019-07-14,A1,4,2019-08-01,7153.668,7153.668,3
2019-07-14,A1,10,2019-07-27,11803.95,11759.886,3
2019-07-14,A1,10,2019-08-09,15959.1665,15806.158,3
2019-07-14,A1,13,2019-07-31,370.8975,370.8975,3
2019-07-14,A1,22,2019-07-31,28099.0365,28099.0365,4
2019-07-14,C3,28,2019-07-27,1152.7615,1152.7615,4
2019-07-14,B2,5,2019-08-31,398.004,398.004,3
2019-07-14,B2,49,2019-07-31,11103.941,11086.9495,4
2019-07-14,B2,49,2019-07-25,11405.410499999998,11238.2835,4
2019-07-15,G7,50,2019-08-08,67059.41549999999,67059.41549999999,3
2019-07-15,E5,15,2019-09-03,199.733,199.733,4
2019-07-15,A1,4,2019-08-01,773.7125,773.7125,3
2019-07-15,A1,10,2019-08-09,14405.595999999998,14405.595999999998,3
2019-07-15,A1,10,2019-07-27,2050.7695,2050.7695,3
2019-07-15,A1,22,2019-07-31,11262.1515,11262.1515,4
2019-07-15,C3,28,2019-07-27,2057.714,2057.714,4
2019-07-15,B2,5,2019-08-31,198.798,198.798,3
2019-07-15,B2,28,2019-08-19,2034.084,2034.084,4
2019-07-15,B2,49,2019-07-31,786.2585,786.2585,4
2019-07-16,G7,50,2019-08-08,183.9825,183.9825,3
2019-07-16,E5,15,2019-09-03,1111.6385,1111.6385,4
2019-07-16,A1,4,2019-08-01,1591.4805,1591.4805,3
2019-07-16,A1,10,2019-07-27,565.828,565.828,3
2019-07-16,A1,22,2019-07-31,1369.8515,1369.8515,4
2019-07-16,A1,29,2019-07-20,3760.0175,3760.0175,4
2019-07-16,B2,5,2019-08-31,596.139,596.139,3
2019-07-16,B2,28,2019-08-19,2777.3495,2777.3495,4
2019-07-17,G7,50,2019-08-08,184.6455,184.6455,3
2019-07-17,A1,4,2019-08-01,11073.63,11073.63,3
2019-07-17,A1,10,2019-07-27,6476.4815,6476.4815,3
2019-07-17,A1,10,2019-08-09,3121.5485,3121.5485,3
2019-07-17,A1,22,2019-07-31,28939.372,28939.372,4
2019-07-17,A1,29,2019-07-20,1477.4615,1477.4615,4
2019-07-17,C3,28,2019-07-27,558.62,558.62,4
2019-07-17,B2,28,2019-08-19,926.8485,926.8485,4
2019-07-17,B2,49,2019-07-31,25511.6705,25511.6705,4
2019-07-18,A1,1,2019-07-31,32418.209499999997,32341.633,3
2019-07-18,A1,1,2019-08-09,8711.242,8583.002499999999,3
2019-07-18,C3,28,2019-07-27,10396.8515,10396.8515,4
2019-07-18,B2,28,2019-08-19,1296.284,1296.284,4
2019-07-18,B2,49,2019-07-31,16417.5205,16417.5205,4
2019-07-19,A1,1,2019-08-09,17861.466500000002,17861.466500000002,3
2019-07-19,A1,4,2019-08-01,933.793,933.793,3
2019-07-19,A1,29,2019-07-20,989.3405,989.3405,4
2019-07-19,B2,28,2019-08-19,8144.071,8144.071,4
2019-07-19,B2,49,2019-08-09,30240.466999999997,30061.388999999996,4
2019-07-19,B2,49,2019-07-31,7020.0225,7000.022,4
2019-07-20,G7,50,2019-08-08,6178.0805,6178.0805,3
2019-07-20,A1,1,2019-08-09,24048.4975,24048.4975,3
2019-07-20,A1,16,2019-08-09,7821.5045,7821.5045,4
2019-07-20,A1,16,2019-08-19,184.246,184.246,4
2019-07-20,A1,16,2019-07-27,11578.581,11578.581,4
2019-07-20,C3,28,2019-08-09,9671.198,9671.198,4
2019-07-20,B2,2,2019-09-01,33509.8135,33509.8135,3
2019-07-20,B2,28,2019-08-09,7946.208,7946.208,4
2019-07-20,B2,28,2019-08-19,2231.6835,2231.6835,4
2019-07-20,B2,49,2019-08-09,6924.8225,6924.8225,4
2019-07-21,G7,50,2019-08-08,197.7355,197.7355,3
2019-07-21,A1,1,2019-08-09,749.8104999999999,749.8104999999999,3
2019-07-21,A1,4,2019-08-01,1494.0195,1494.0195,3
2019-07-21,A1,17,2019-07-27,4046.798999999999,3971.5145,4
2019-07-21,A1,17,2019-08-09,2371.2025,2234.888,4
2019-07-21,A1,17,2019-08-19,11784.995,11601.4035,4
2019-07-21,C3,28,2019-08-09,15671.5775,15628.184999999998,4
2019-07-21,C3,28,2019-08-19,8541.003999999999,8395.875,4
2019-07-21,B2,28,2019-08-19,1848.631,1848.631,4
2019-07-21,B2,28,2019-08-09,2709.528,2709.528,4
2019-07-21,B2,49,2019-08-09,369.699,369.699,4
2019-07-22,A1,1,2019-08-09,199.4695,199.4695,3
2019-07-22,A1,4,2019-08-01,9157.7045,8975.4475,3
2019-07-22,A1,4,2019-08-26,4664.035,4659.513,3
2019-07-22,A1,17,2019-08-19,5779.0055,5779.0055,4
2019-07-22,C3,28,2019-08-19,5911.452499999999,5911.452499999999,4
2019-07-22,B2,5,2019-08-31,198.934,198.934,3
2019-07-22,B2,28,2019-08-19,1193.349,1193.349,4
2019-07-22,B2,49,2019-08-09,11416.893999999998,11416.893999999998,4
2019-07-23,A1,1,2019-07-31,12347.882,12162.837,3
2019-07-23,A1,1,2019-08-09,30035.251499999995,30035.251499999995,3
2019-07-23,A1,4,2019-08-26,12242.142,12242.142,3
2019-07-23,A1,4,2019-08-01,186.9235,186.9235,3
2019-07-23,A1,17,2019-08-19,12088.071,12088.071,4
2019-07-23,A1,22,2019-08-09,186.116,186.116,4
2019-07-23,C3,28,2019-08-19,5356.300499999999,5356.300499999999,4
2019-07-23,B2,2,2019-09-01,12681.9405,12681.9405,3
2019-07-23,B2,28,2019-08-09,397.069,397.069,4
2019-07-23,B2,28,2019-08-19,2592.1685,2592.1685,4
2019-07-23,B2,49,2019-08-09,35750.9745,35750.9745,4
2019-07-24,E5,17,2019-08-19,5695.833,5695.833,4
2019-07-24,A1,1,2019-08-09,26210.0815,26210.0815,3
2019-07-24,A1,4,2019-08-26,3999.267,3999.267,3
2019-07-24,A1,4,2019-08-01,1388.543,1388.543,3
2019-07-24,A1,17,2019-08-19,27134.2695,27134.2695,4
2019-07-24,A1,22,2019-08-09,186.116,186.116,4
2019-07-24,C3,28,2019-08-19,2823.547,2823.547,4
2019-07-24,B2,28,2019-08-19,20596.367,20596.367,4
2019-07-24,B2,49,2019-08-09,4134.655,4134.655,4
2019-07-24,F6,25,2019-09-05,11172.5615,11172.5615,3
2019-07-25,E5,17,2019-08-19,369.563,369.563,4
2019-07-25,A1,17,2019-08-19,1287.8775,1287.8775,4
2019-07-25,A1,22,2019-08-09,11120.8985,11120.8985,4
2019-07-25,C3,28,2019-08-19,550.2135,550.2135,4
2019-07-25,B2,2,2019-09-01,9870.1405,9870.1405,3
2019-07-25,B2,28,2019-08-19,1664.1129999999998,1664.1129999999998,4
2019-07-25,B2,49,2019-08-09,16273.8535,16083.0965,4
2019-07-25,B2,49,2019-08-29,2144.499,2069.461,4
2019-07-25,B2,49,2019-08-11,17762.398999999998,17630.5895,4
2019-07-26,G7,50,2019-08-08,24135.41,24135.41,3
2019-07-26,E5,15,2019-09-03,185.0535,185.0535,4
2019-07-26,A1,4,2019-08-26,373.303,373.303,3
2019-07-26,A1,4,2019-08-01,370.498,370.498,3
2019-07-26,A1,10,2019-08-19,17234.226000000002,17234.226000000002,3
2019-07-26,A1,17,2019-08-09,366.3585,366.3585,4
2019-07-26,A1,17,2019-08-19,1132.2,1132.2,4
2019-07-26,A1,22,2019-08-09,6396.1055,6322.2065,4
2019-07-26,A1,22,2019-07-31,186.388,186.388,4
2019-07-26,A1,22,2019-09-10,9230.8725,9119.9985,4
2019-07-26,C3,28,2019-08-19,185.317,185.317,4
2019-07-26,B2,2,2019-09-01,199.733,199.733,3
2019-07-26,B2,5,2019-08-31,1121.5155,1121.5155,3
2019-07-26,B2,28,2019-08-19,185.7165,185.7165,4
2019-07-26,B2,49,2019-08-11,1744.489,1744.489,4
2019-07-26,F6,25,2019-09-05,186.388,186.388,3
2019-07-27,G7,50,2019-08-08,12064.4325,12064.4325,3
2019-07-27,E5,10,2019-08-19,1657.704,1657.704,3
2019-07-27,E5,17,2019-08-19,366.3585,366.3585,4
2019-07-27,A1,1,2019-09-10,767.4395,767.4395,3
2019-07-27,A1,10,2019-08-19,29527.096,29527.096,3
2019-07-27,A1,17,2019-08-19,203.2095,203.2095,4
2019-07-27,A1,22,2019-07-31,740.197,740.197,4
2019-07-27,A1,22,2019-09-10,1352.2309999999998,1352.2309999999998,4
2019-07-27,C3,28,2019-08-19,1642.8885,1642.8885,4
2019-07-27,B2,2,2019-09-01,1340.7475,1340.7475,3
2019-07-27,B2,28,2019-08-19,552.483,552.483,4
2019-07-27,B2,49,2019-08-11,12296.4825,12296.4825,4
2019-07-27,B2,49,2019-07-31,398.004,398.004,4
2019-07-27,F6,25,2019-09-05,5616.12,5616.12,3
2019-07-28,G7,50,2019-08-08,10580.0265,10580.0265,3
2019-07-28,E5,10,2019-08-19,368.628,368.628,3
2019-07-28,E5,15,2019-09-03,371.9685,371.9685,4
2019-07-28,A1,1,2019-09-10,1483.8705,1483.8705,3
2019-07-28,A1,4,2019-08-01,12584.471,12584.471,3
2019-07-28,A1,10,2019-08-19,952.7565,952.7565,3
2019-07-28,C3,28,2019-08-19,181.713,181.713,4
2019-07-28,B2,2,2019-09-01,4582.723999999999,4582.723999999999,3
2019-07-28,B2,28,2019-08-19,184.382,184.382,4
2019-07-28,B2,49,2019-08-11,7830.047,7830.047,4
2019-07-28,F6,25,2019-09-05,741.9395,741.9395,3
2019-07-29,A1,1,2019-09-10,17762.398999999998,17762.398999999998,3
2019-07-29,A1,4,2019-08-26,205.615,205.615,3
2019-07-29,A1,10,2019-08-19,2801.923,2801.923,3
2019-07-29,A1,15,2019-08-11,1169.0475,1169.0475,4
2019-07-29,A1,22,2019-09-10,6203.317,6203.317,4
2019-07-29,A1,46,2019-08-19,11120.6265,11120.6265,4
2019-07-29,C3,28,2019-08-19,742.6025,742.6025,4
2019-07-29,B2,2,2019-09-01,199.733,199.733,3
2019-07-29,B2,49,2019-08-11,198.6705,198.6705,4
2019-07-30,G7,50,2019-08-08,22892.531499999997,22892.531499999997,3
2019-07-30,A1,1,2019-09-10,573.8435,573.8435,3
2019-07-30,A1,4,2019-08-26,14280.901,14280.901,3
2019-07-30,A1,46,2019-08-19,25966.020999999997,25966.020999999997,4
2019-07-30,C3,28,2019-08-19,2561.3305,2561.3305,4
2019-07-30,F6,25,2019-09-05,6337.362,6337.362,3
2019-07-31,G7,50,2019-08-08,1163.973,1163.973,3
2019-07-31,E5,2,2019-09-01,12543.347999999998,12543.347999999998,3
2019-07-31,A1,15,2019-08-11,5719.326999999999,5719.326999999999,4
2019-07-31,A1,40,2019-09-10,42090.742,42090.742,4
2019-07-31,A1,40,2019-09-10,12977.5365,12977.5365,4
2019-07-31,A1,46,2019-08-19,184.246,184.246,4
2019-07-31,C3,28,2019-08-19,9368.53,9368.53,4
2019-07-31,B2,2,2019-09-01,6217.732999999999,6217.732999999999,3
2019-07-31,B2,49,2019-08-29,3684.716,3660.3125,4
2019-07-31,B2,49,2019-08-11,7178.632500000001,7018.518,4
2019-08-01,A1,1,2019-09-10,11103.5415,11103.5415,3
2019-08-01,A1,4,2019-08-26,23563.5725,23563.5725,3
2019-08-01,A1,40,2019-09-10,23231.928,23231.928,4
2019-08-01,A1,40,2019-09-10,14539.3775,14539.3775,4
2019-08-01,A1,46,2019-08-19,367.693,367.693,4
2019-08-01,B2,2,2019-09-01,12228.2615,12228.2615,3
2019-08-01,B2,28,2019-08-19,7559.815,7559.815,4
2019-08-01,B2,49,2019-08-29,1790.423,1790.423,4
2019-08-02,G7,50,2019-08-08,12334.6645,12219.583,3
2019-08-02,G7,50,2019-08-31,4644.4085000000005,4561.4995,3
2019-08-02,E5,46,2019-08-19,2571.3435,2571.3435,4
2019-08-02,A1,4,2019-08-26,200.2685,200.2685,3
2019-08-02,A1,40,2019-09-10,29803.21,29803.21,4
2019-08-02,A1,46,2019-08-19,17795.7785,17795.7785,4
2019-08-02,C3,28,2019-08-19,3370.692,3370.692,4
2019-08-02,B2,2,2019-09-01,599.2075,599.2075,3
2019-08-02,B2,28,2019-08-19,5093.285,5093.285,4
2019-08-02,F6,25,2019-09-10,5767.93,5669.5255,3
2019-08-02,F6,25,2019-09-05,25930.1085,25842.2525,3
2019-08-03,G7,50,2019-08-31,7030.571,7030.571,3
2019-08-03,E5,2,2019-09-01,11931.586,11931.586,3
2019-08-03,E5,46,2019-08-19,367.03,367.03,4
2019-08-03,A1,4,2019-08-26,1511.2405,1511.2405,3
2019-08-03,A1,15,2019-08-11,199.6055,199.6055,4
2019-08-03,A1,40,2019-09-10,941.5365,941.5365,4
2019-08-03,A1,40,2019-09-10,18036.906499999997,18036.906499999997,4
2019-08-03,A1,46,2019-08-19,40731.8385,40534.238999999994,4
2019-08-03,C3,28,2019-08-19,558.0845,558.0845,4
2019-08-03,B2,2,2019-09-01,998.682,998.682,3
2019-08-03,B2,28,2019-08-19,1380.536,1380.536,4
2019-08-03,B2,49,2019-10-02,186.116,186.116,4
2019-08-03,F6,25,2019-09-05,385.5855,385.5855,3
2019-08-04,E5,2,2019-09-01,11969.5045,11969.5045,3
2019-08-04,E5,46,2019-08-19,11559.915,11559.915,4
2019-08-04,A1,4,2019-08-26,38077.1865,38077.1865,3
2019-08-04,A1,40,2019-09-10,16824.865999999998,16824.865999999998,4
2019-08-04,A1,46,2019-08-19,25712.075,25514.7475,4
2019-08-04,B2,28,2019-08-19,11260.2815,11260.2815,4
2019-08-05,G7,50,2019-08-31,2152.9055,2152.9055,3
2019-08-05,E5,2,2019-09-01,5953.3745,5953.3745,3
2019-08-05,A1,4,2019-08-26,21261.934,21261.934,3
2019-08-05,A1,40,2019-09-10,372.2405,372.2405,4
2019-08-05,A1,46,2019-08-19,3962.955,3766.673,4
2019-08-05,A1,46,2019-08-30,12266.707,12258.9805,4
2019-08-05,B2,2,2019-09-01,5038.273,5038.273,3
2019-08-05,B2,28,2019-08-19,10755.865999999998,10755.865999999998,4
2019-08-05,F6,25,2019-09-10,5561.244,5561.244,3
2019-08-06,G7,50,2019-08-31,1145.4175,1145.4175,3
2019-08-06,E5,2,2019-09-01,5363.517,5363.517,3
2019-08-06,A1,4,2019-09-10,12556.7015,12505.2,3
2019-08-06,A1,4,2019-08-26,7245.3915,7077.278499999999,3
2019-08-06,A1,40,2019-09-10,16244.35,16244.35,4
2019-08-06,A1,46,2019-08-19,203.745,203.745,4
2019-08-06,A1,46,2019-08-30,197.336,197.336,4
2019-08-06,B2,28,2019-08-19,1590.418,1590.418,4
2019-08-06,B2,49,2019-08-29,1478.6684999999998,1478.6684999999998,4
2019-08-07,G7,50,2019-08-31,1730.2005,1730.2005,3
2019-08-07,A1,4,2019-09-10,10508.2015,10508.2015,3
2019-08-07,A1,40,2019-09-10,2392.563,2392.563,4
2019-08-07,A1,46,2019-08-30,28511.329,28511.329,4
2019-08-07,B2,28,2019-08-19,382.653,382.653,4
2019-08-07,B2,49,2019-08-29,5978.211499999999,5978.211499999999,4
2019-08-08,E5,2,2019-09-01,5515.1825,5515.1825,3
2019-08-08,A1,4,2019-09-10,199.733,199.733,3
2019-08-08,A1,4,2019-08-26,186.9235,186.9235,3
2019-08-08,A1,40,2019-09-10,2160.785,2160.785,4
2019-08-08,A1,46,2019-08-30,203.473,203.473,4
2019-08-08,A1,46,2019-08-19,927.9195,927.9195,4
2019-08-08,C3,28,2019-08-19,185.0535,185.0535,4
2019-08-08,B2,2,2019-09-01,5485.815,5485.815,3
2019-08-08,B2,49,2019-08-29,397.205,397.205,4
2019-08-08,F6,25,2019-09-05,185.9885,185.9885,3
2019-08-09,E5,2,2019-09-01,205.0795,205.0795,3
2019-08-09,A1,15,2019-08-09,1157.8275,1157.8275,4
2019-08-09,A1,40,2019-09-10,13543.101,13543.101,4
2019-08-09,C3,28,2019-08-19,9919.1345,9919.1345,4
2019-08-09,B2,2,2019-09-01,1398.1565,1398.1565,3
2019-08-10,E5,2,2019-09-01,2167.7295,2167.7295,3
2019-08-10,A1,4,2019-09-10,1805.1025,1805.1025,3
2019-08-10,A1,18,2019-10-09,1108.961,1108.961,3
2019-08-10,A1,18,2019-09-04,11226.6385,11226.6385,3
2019-08-10,A1,13,2019-08-21,39902.723,39902.723,4
2019-08-10,A1,13,2019-09-17,923.916,923.916,4
2019-08-10,A1,40,2019-09-10,757.2905,757.2905,4
2019-08-10,B2,49,2019-08-29,11424.374,11328.477,4
2019-08-10,B2,49,2019-10-27,1174.2495,1085.9005,4
2019-08-11,G7,50,2019-08-31,1159.0345,1159.0345,3
2019-08-11,E5,2,2019-09-01,13440.03,13440.03,3
2019-08-11,A1,4,2019-09-10,588.7950000000001,588.7950000000001,3
2019-08-11,A1,18,2019-09-04,12197.0155,12197.0155,3
2019-08-11,A1,13,2019-09-17,24502.712,23889.895999999997,4
2019-08-11,A1,13,2019-08-21,9435.4165,9278.124,4
2019-08-11,A1,40,2019-09-10,14774.0965,14774.0965,4
2019-08-11,A1,46,2019-08-30,29218.681999999997,29218.681999999997,4
2019-08-11,B2,49,2019-10-27,12182.4635,12182.4635,4
2019-08-12,E5,2,2019-09-01,1203.7615,1203.7615,3
2019-08-12,A1,4,2019-09-10,1198.4235,1198.4235,3
2019-08-12,A1,18,2019-09-04,2998.5875,2998.5875,3
2019-08-12,A1,13,2019-09-04,923.916,923.916,4
2019-08-12,A1,46,2019-08-30,1535.9415,1535.9415,4
2019-08-12,B2,49,2019-10-27,12833.206499999998,12833.206499999998,4
2019-08-13,E5,2,2019-09-01,13388.4945,13388.4945,3
2019-08-13,A1,18,2019-09-04,369.563,369.563,3
2019-08-13,A1,53,2019-08-31,2395.2405,2395.2405,3
2019-08-13,A1,40,2019-09-10,12724.925,12724.925,4
2019-08-13,A1,46,2019-08-30,2763.7324999999996,2763.7324999999996,4
2019-08-13,B2,2,2019-09-01,185.0535,185.0535,3
2019-08-14,G7,50,2019-08-31,1187.875,1187.875,3
2019-08-14,A1,13,2019-09-09,23159.559,23159.559,4
2019-08-14,A1,13,2019-09-04,6142.4315,6142.4315,4
2019-08-14,A1,13,2019-09-17,26594.205,26594.205,4
2019-08-14,A1,13,2019-09-10,2760.9275,2760.9275,4
2019-08-14,A1,40,2019-09-10,14333.771,14333.771,4
2019-08-14,A1,46,2019-08-30,14197.0485,14197.0485,4
2019-08-15,I9,25,2019-09-10,6167.268499999999,6167.268499999999,3
2019-08-15,E5,44,2019-09-01,10694.989,10694.989,4
2019-08-15,A1,7,2019-09-04,43142.1665,43142.1665,3
2019-08-15,A1,10,2019-08-30,12223.4505,12223.4505,3
2019-08-15,A1,13,2019-09-10,9246.4955,9246.4955,4
2019-08-15,A1,13,2019-09-17,9019.656,9019.656,4
2019-08-15,A1,40,2019-09-10,4858.8295,4858.8295,4
2019-08-15,A1,46,2019-08-30,3562.146,3562.146,4
2019-08-15,F6,25,2019-09-10,744.4725,744.4725,3
2019-08-16,A1,7,2019-09-04,5804.106,5804.106,3
2019-08-16,A1,18,2019-09-04,24064.120499999997,24064.120499999997,3
2019-08-16,A1,40,2019-09-10,10011.3935,10011.3935,4
2019-08-16,A1,46,2019-08-30,11065.8865,11065.8865,4
2019-08-17,I9,25,2019-09-10,4102.0745,4102.0745,3
2019-08-17,A1,7,2019-09-04,24625.4095,24625.4095,3
2019-08-17,A1,13,2019-09-09,1370.115,1370.115,4
2019-08-17,A1,13,2019-09-17,12803.1675,12803.1675,4
2019-08-17,A1,13,2019-09-10,553.01,553.01,4
2019-08-17,A1,40,2019-09-10,4657.762,4657.762,4
2019-08-18,A1,19,2019-09-10,17062.7895,17062.7895,3
2019-08-18,A1,46,2019-08-30,14039.2375,14039.2375,4
2019-08-19,E5,24,2019-09-10,11615.7005,11615.7005,4
2019-08-19,E5,44,2019-09-01,2396.8385,2396.8385,4
2019-08-19,A1,1,2019-09-10,13799.444,13799.444,3
2019-08-19,A1,18,2019-09-04,17134.623,17134.623,3
2019-08-19,A1,18,2019-10-09,783.462,783.462,3
2019-08-19,A1,46,2019-08-30,3882.3155,3736.498,4
2019-08-19,A1,46,2019-09-14,22489.589,22437.2715,4
2019-08-19,C3,28,2019-09-14,12220.6455,12220.6455,4
2019-08-20,I9,25,2019-09-10,1196.817,1196.817,3
2019-08-20,E5,24,2019-09-10,10328.3585,10328.3585,4
2019-08-20,E5,44,2019-09-01,404.8125,404.8125,4
2019-08-20,A1,36,2019-09-08,17569.211,17569.211,3
2019-08-20,A1,36,2019-08-23,1167.5769999999998,1167.5769999999998,3
2019-08-20,A1,36,2019-09-19,29479.836000000003,29479.836000000003,3
2019-08-20,A1,48,2019-08-31,32612.069,32612.069,3
2019-08-20,A1,24,2019-09-10,10926.2315,10926.2315,4
2019-08-20,A1,40,2019-09-10,12794.0895,12794.0895,4
2019-08-21,E5,24,2019-09-10,199.733,199.733,4
2019-08-21,E5,44,2019-09-01,10775.6285,10775.6285,4
2019-08-21,A1,18,2019-10-09,1110.7035,1110.7035,3
2019-08-21,A1,18,2019-09-04,7810.2845,7810.2845,3
2019-08-21,A1,48,2019-08-31,11239.1845,11239.1845,3
2019-08-21,A1,40,2019-09-10,14052.319,14052.319,4
2019-08-21,A1,46,2019-09-14,25364.9435,25364.9435,4
2019-08-22,A1,18,2019-09-04,1486.5395,1477.7335,3
2019-08-22,A1,18,2019-10-09,19204.084,19027.5815,3
2019-08-22,A1,40,2019-09-10,374.9095,374.9095,4
2019-08-22,B2,18,2019-10-09,6106.9185,6056.981,3
2019-08-22,B2,18,2019-09-04,2964.8085,2829.6925,3
2019-08-22,F6,25,2019-09-10,11822.5055,11822.5055,3
2019-08-23,E5,44,2019-09-10,11223.434,11223.434,4
2019-08-23,A1,18,2019-10-09,13273.2685,13273.2685,3
2019-08-23,A1,46,2019-09-14,15577.5845,15577.5845,4
2019-08-24,I9,25,2019-09-10,554.353,554.353,3
